domain,split,stem,input_relpath,target_relpath,input_bytes,target_bytes,input_sha256,target_sha256
FoggyCityscapes,train,0043,FoggyCityscapes/input/0043.png,FoggyCityscapes/target/0043.png,166274,181238,63d20e60ab197df017c6997076d59680f78b4ca8ecaa0929aa2845b413c8bb45,6568d262aa4fa42e312252c9506d5bd207355d586fb610b59e3d32961b7584f6
FoggyCityscapes,train,0044,FoggyCityscapes/input/0044.png,FoggyCityscapes/target/0044.png,222330,228859,9a15754ac83e0a3ea873924ba401dbc0e0924cb5b1d5c90612cb0184aabbf10d,00283dbfc44d4a04792ebdabe88645f24ab9f7389d6d76efa8702a4b1c84c240
FoggyCityscapes,train,0045,FoggyCityscapes/input/0045.png,FoggyCityscapes/target/0045.png,161986,192801,772c0eeb83b33268ecf5ceede0b4495dbfff5b15c697f30ed197693dde50f1ac,b7d1fa0732771ae86d3fb42d611ac4c86a240fa1103c82271a414cf5298d145f
FoggyCityscapes,train,0046,FoggyCityscapes/input/0046.png,FoggyCityscapes/target/0046.png,172192,205085,df71b501d7f7e6b466c759a8ad3b14af6dd4aaff79afe25a1beb6f3e09460da5,ce5e64b5c2ecef538b6706d393748ef0ef7e02e5ee71a3204df4287ba3cf2fb5
FoggyCityscapes,train,0047,FoggyCityscapes/input/0047.png,FoggyCityscapes/target/0047.png,159000,189532,26ccc4aa250deb1b6fe52ccd98df4882af5ddcde4858f1a0f57af0352085e87b,c151d074dd42756f4d2eff5663553f2cec89c322f354a8d2a5aa1a961d258fb8
FoggyCityscapes,train,0048,FoggyCityscapes/input/0048.png,FoggyCityscapes/target/0048.png,172722,205829,d4e6e1e8ef7227106f02bd409e801c8daf06e5a7aa167dd702fa826a19731686,5fd2abd00dcfb5d90d6a5e5faf11de908c4cd731210b61152fee124caf060945
FoggyCityscapes,train,0049,FoggyCityscapes/input/0049.png,FoggyCityscapes/target/0049.png,201696,226896,2eb235c5a98e1772bbb208eebdc5a40c1479e134ce135a50e38d83eafac6ebbc,070dbcbffb4c85bab8c6e91aae937c95de19ad7d915d5ea2312938eeeb43b8a4
FoggyCityscapes,train,0050,FoggyCityscapes/input/0050.png,FoggyCityscapes/target/0050.png,159282,192508,1659de1469922f21c9b2e24e0f0e5b3bef14e49e6bddf2829827d00dc0f09fc0,185d74322a1db346bdad08c4ebafed585dc9635702d0bfc9d953382659332da7
FoggyCityscapes,train,0051,FoggyCityscapes/input/0051.png,FoggyCityscapes/target/0051.png,198747,209795,fe997bc696f2cf343ab3a8968d62444a485190deed49cfe8b2866914c43a1e0d,d57615361a1e41afca3513a5f2d9c25989c73486b3513e68aa5ab58c02fbfdb7
FoggyCityscapes,train,0052,FoggyCityscapes/input/0052.png,FoggyCityscapes/target/0052.png,208730,215841,fc6ef42ccddc5b5a3bc79e0a8e4f05ef9e7309da42fea7f3dad909ef298f7e84,e84416d3cfecf89007947a36e8d48a194a8957aa4e312c4cc560e5dc9eefb5ac
FoggyCityscapes,train,0053,FoggyCityscapes/input/0053.png,FoggyCityscapes/target/0053.png,186863,233276,9b7b842aabaeb3b61e1a9c12486cc444204b211a48c46726ada86b0c46455318,3ab2e1f3dd4968df28a41b1bbfefc17ad1d97f22a49405a7935c6c38c9d538fa
FoggyCityscapes,train,0054,FoggyCityscapes/input/0054.png,FoggyCityscapes/target/0054.png,220327,227943,29a53927fc3669aee88f98ca6a6fb38a334bada35847aacdaf54f57080a12a8d,0e1986ce9e13b2d5577a0d91f0182104afeae504f888c8400518269be0c7c80a
FoggyCityscapes,train,0055,FoggyCityscapes/input/0055.png,FoggyCityscapes/target/0055.png,188366,201926,576497b3bf2fd39f72d92ff68d0f7a19e58fd0b23c19087823cf03b9046f2eca,c350ae736a42fdca89aa95ac96f15d6a676646e68586b9b6ac92b0465e5014e2
FoggyCityscapes,train,0056,FoggyCityscapes/input/0056.png,FoggyCityscapes/target/0056.png,186666,217914,5ca6616c1b23b6581558ed731a693977d83231c9f16fd6fc497abaae020123ab,2b5659e6baa1dcc1dc2346caf5d86e56e4b1051599cc6c18ce5a15150e01c603
FoggyCityscapes,train,0057,FoggyCityscapes/input/0057.png,FoggyCityscapes/target/0057.png,169812,201926,0c630f1e0f0370e40f4727f2a1764b3173e23de6c6c0cf6b630c3f0637cdeee7,18134f6891488a7384ba78b1cea9df75abf6daec522d5d8516fdbb10749bc9e2
FoggyCityscapes,train,0058,FoggyCityscapes/input/0058.png,FoggyCityscapes/target/0058.png,168480,214018,c2c56d32db59b0ae44737b01db3730e8929b1bb63e578d8645a98f162104e798,d6a71c65440d54345a800c5f06843e24564747fdf9895cdf1543aaae4dc5b19d
FoggyCityscapes,train,0059,FoggyCityscapes/input/0059.png,FoggyCityscapes/target/0059.png,218833,229520,dfdbc7e62e904219bca21e17e6c952a7b889dfc799ceb174d46367082958ce9c,ccb9ab21a0242822a4a0c61518f37796c2cdb39d3d20437afa37ce166a654eda
FoggyCityscapes,train,0060,FoggyCityscapes/input/0060.png,FoggyCityscapes/target/0060.png,213848,222085,c73b30b391854302ce698320a55882daae1c441c86ccd3c20aba3c64bd2de15c,3c7c13c190e6d3f5f5985e28b117e88e24759a5f9f581b7663f17b25068fd840
FoggyCityscapes,train,0061,FoggyCityscapes/input/0061.png,FoggyCityscapes/target/0061.png,170497,179676,650c7093e433aa0692117d22c808531e757e481cffba779d2a5b0800dc979042,378b4ba5199aeb66740aef4544b92b5aa140fa43eac9a19f29c599a2c01b9a7b
FoggyCityscapes,train,0062,FoggyCityscapes/input/0062.png,FoggyCityscapes/target/0062.png,198315,219654,2ab0feed13ad32713fdd06dfce5d2f3b81f9558942d3da7c871067003a778ef0,4c24c7e03179a6aff58f0f695abedf5534b5f0f245db511ff4382efd18409dc0
FoggyCityscapes,train,0063,FoggyCityscapes/input/0063.png,FoggyCityscapes/target/0063.png,175746,212055,4161a6f2e4a413d1634d9d277ba0fcd7e463122a1d2579ecceae308a246380bb,43cbd1b9388a648c0d9e4848201d2fa7743d52558f0e8b613078f86e7ac0ad4e
FoggyCityscapes,train,0064,FoggyCityscapes/input/0064.png,FoggyCityscapes/target/0064.png,169007,202437,f1944f73afd33569bb80fc255a30291cd4d4235c6797daf237583143efe10216,e578997640ff34ca2443746611169c02a846ad1ba643dacd60ecb9f3de9a53f2
FoggyCityscapes,train,0065,FoggyCityscapes/input/0065.png,FoggyCityscapes/target/0065.png,185365,213798,9913850aac68fe1b033ce85c3ac0cd42bee7fdcb18ac2e86adb73d8434b15534,9c43e373d1c92b2360bf71b691326bb47b9d9bda31d722f01b9b662c7a8062f1
FoggyCityscapes,train,0066,FoggyCityscapes/input/0066.png,FoggyCityscapes/target/0066.png,208279,221910,0054c19333435fa19b5c5123d884ddcac66a47fb658315540ead1d8cf90312e8,f5d8e883f12ac51c3b2559bfd82079422c42e0c97a3bb1d9e2aa81f1bbacd02c
FoggyCityscapes,train,0067,FoggyCityscapes/input/0067.png,FoggyCityscapes/target/0067.png,193780,218659,1d234d2243aaefc510b3fe17b7c0e496f4c84614cc1be7b0e8db805df328bb89,c5bc1948c6c54bcea0addc403168b5013d81001184b30eb0008e7e7af22a6a6b
FoggyCityscapes,train,0068,FoggyCityscapes/input/0068.png,FoggyCityscapes/target/0068.png,183522,204807,d11067b01c747c7b9e26c005d18303793bc0331651fa353fa1cc3e96a9296ebd,b93a52226a7c755c666c6cdf19438729190392f79d3fb238d70a081f0115b7c4
FoggyCityscapes,train,0069,FoggyCityscapes/input/0069.png,FoggyCityscapes/target/0069.png,187977,211336,a0dcca2ce85f5ae4ef81ab1ec1453d519d4ac0c5a73ae34783f87db664908e0b,6cbc7904c3d9bb6d01c0dd112ddae2b91d6c83aba6e495fe1e3222bdf4c81260
FoggyCityscapes,train,0070,FoggyCityscapes/input/0070.png,FoggyCityscapes/target/0070.png,195021,222445,ce1720e633475a823279bac582705c1ab701f6235bcda1bae332d251273a5c62,580ba3652fab0d154aaab8484f5211a44e3719fc99329b519a4bed63bd2c727e
FoggyCityscapes,train,0071,FoggyCityscapes/input/0071.png,FoggyCityscapes/target/0071.png,157022,196968,4ea26a64fe61b056d55e7e3cb7e0fa139bfb62df0d1f31b48f7b8b7663c0fac9,741936d2f1b67e931ab10afafecb67486692936c2f3c3796c14316ac4378e2a7
FoggyCityscapes,train,0072,FoggyCityscapes/input/0072.png,FoggyCityscapes/target/0072.png,200149,214144,c72398c0d3d1bcb7240e8f8f70637a02ffbf721cdfcb8e5af35b01c1b2513637,d40d4cfac06d0498d9cd63d1c9a74866461b2adea55d9cd263cff296320755a0
FoggyCityscapes,train,0073,FoggyCityscapes/input/0073.png,FoggyCityscapes/target/0073.png,181301,201327,e264cfa8adbec588c59309266ce260974f978f4fc8345c02ea337c4bf3c80c0a,a6a73a181598a645ea9c7429dbb180a128e98861863098e95a0311786645b685
FoggyCityscapes,train,0074,FoggyCityscapes/input/0074.png,FoggyCityscapes/target/0074.png,165546,211497,16e81e522f3e0ea8ee365da5d96e88a074f8b7ab17dc266ba56ecd5a82754261,61313085ef4ad00ab770c60faeff350544e2339fabd641c39ff17c833c00f0fa
FoggyCityscapes,train,0075,FoggyCityscapes/input/0075.png,FoggyCityscapes/target/0075.png,200545,207831,9fa064c9691157f117d21bf160119b004ff779b5eefb84cf4158e4c1106bf5a4,6af545c9ed619c1a7b449c2026d1978bea4659c77f82600e58613840e72bc3a0
FoggyCityscapes,train,0076,FoggyCityscapes/input/0076.png,FoggyCityscapes/target/0076.png,190861,200811,b6ffe447214d648e939662e5ca8b96c76380e38e151bcbeb7d803aae756fd8c2,61c66588d12e617815525b688eb35ee5e55785134c5e7cb2ea4222d0a3c9f47e
FoggyCityscapes,train,0077,FoggyCityscapes/input/0077.png,FoggyCityscapes/target/0077.png,203008,220943,4013703bd41646a5c1564afc64802a163b5cbb8cabbc09e6741f120e2270f8c6,dc5aa37fef2575a75df8dcc1739c0e29dfa4c62cd61d63abca639d5aba9bd802
FoggyCityscapes,train,0078,FoggyCityscapes/input/0078.png,FoggyCityscapes/target/0078.png,193853,219927,a59550518747d0255e9b5f0367ea5ffc1786873a6d0774425ae4cf5593a69477,113ab7c0cd711f2a124c90053760ea8d0282b9944b6df8a08accdf85f9e16e05
FoggyCityscapes,train,0079,FoggyCityscapes/input/0079.png,FoggyCityscapes/target/0079.png,224641,235894,1d686f2f1d8e929940a6b549af9fbdf70838e8144f41c927f4993eaff2ccc4d6,5dcaa865b5705f89784e47ca6cd6c50b334f16ac4a9cbeafcff4fab94f90412b
FoggyCityscapes,train,0080,FoggyCityscapes/input/0080.png,FoggyCityscapes/target/0080.png,176609,192063,b881422b8367b10332c65392ebe1a6024ad20663133f2a54f5b81923946b29a1,11a20fdeed217cd3dec18d28440b951f7fc7f0a21cd374e3dced5b5a05184fa4
FoggyCityscapes,train,0081,FoggyCityscapes/input/0081.png,FoggyCityscapes/target/0081.png,215157,225456,ac45d64f00b229bfd6988756b2dce51d6aa36251114b3f8ff0211052ac7a30c6,08cd472185dc059b4702072aa9ac07d35e8ecf88cdf3bca965f61d834cdbc2b1
FoggyCityscapes,train,0082,FoggyCityscapes/input/0082.png,FoggyCityscapes/target/0082.png,166769,209588,a8a8385127a34b5eb9e7c7ce7e154fc47e238a4e3fe66eee11d335635d44cac9,5498400c15719bfb5f4ead56afb352d638de567008a1daaee75cad5d877de4f1
FoggyCityscapes,train,0083,FoggyCityscapes/input/0083.png,FoggyCityscapes/target/0083.png,189300,215347,6603959f2979e28f23c89e4e83c848385b8be2caddc96c29cb89bc22e110912d,05c2fb806f1e0b0aa4e8ec9226349dd157552d605b082fedbabc5bf8cbb141df
FoggyCityscapes,train,0084,FoggyCityscapes/input/0084.png,FoggyCityscapes/target/0084.png,160270,206106,46a51791f8721fd3d1d91628dd29fe0124b9a6b1353a5ce458f200c8b44dd438,eccca1f5d08257bd77a9d9c7c7d6f3e1f365b8069cab7de40c16605b4b850f29
FoggyCityscapes,train,0085,FoggyCityscapes/input/0085.png,FoggyCityscapes/target/0085.png,182015,205431,aad51e340ec6148cdcf1db208ac167e0925991e0e31ad3fcc279c198f1d954a9,f716ab70deb46e923b84d13066a72640488087b95765c4aaf61b6afd302d746b
FoggyCityscapes,train,0086,FoggyCityscapes/input/0086.png,FoggyCityscapes/target/0086.png,177642,201151,92b44f648a0150b9bf5a87361c2f708f6ea7b844fbf8783e892c4976a8d156cf,4294bbe091bedd10504709b0b9e925468fc453fd76e18759ea6739ece83eeb27
FoggyCityscapes,train,0087,FoggyCityscapes/input/0087.png,FoggyCityscapes/target/0087.png,177735,218579,0b9003a8d0ea54a35f98f29445d68f1bcdf5d204cffc5f52b92a1e652272d2a6,d8a39a71b033686ee6e27bd0c1a368238644ac29739e78957513026f20c77458
FoggyCityscapes,train,0088,FoggyCityscapes/input/0088.png,FoggyCityscapes/target/0088.png,236757,242795,6c1fe8fa6ffb3e70af23a4a4461c96b6da69affe36fd9a24a45d4bce43b86129,7508947ad5c87446bcd4c50438c5237fc160904569477c689f31ab05fa2cd8b1
FoggyCityscapes,train,0089,FoggyCityscapes/input/0089.png,FoggyCityscapes/target/0089.png,186710,206625,1af6dee715fbde22d1741a90d67f5b4e012659d7a8e7ba12918abe81e09fc7a1,c1b130f17283800c946fd6293c2c79db8c2049c0fb2a44a5ac2d8c5280f6dd41
FoggyCityscapes,train,0090,FoggyCityscapes/input/0090.png,FoggyCityscapes/target/0090.png,201792,214217,ce5d72137a5547e72ff1c30c0167d494bbd9a6a5df7ebc481cc200b13ecf324e,253c7aa9e6b588804dcd136e042309be5b6fe3d46770dff197889e20ca82cf96
FoggyCityscapes,train,0091,FoggyCityscapes/input/0091.png,FoggyCityscapes/target/0091.png,170160,200834,99ae8767f52fa2c0d80f65897cc596d17accbe9709ccfb680bf1757132bacae7,f85f3eec67b5e73ef1246f79ff06eceaf08a6593f9d7a2ec5fbecc01365c1292
FoggyCityscapes,train,0092,FoggyCityscapes/input/0092.png,FoggyCityscapes/target/0092.png,198882,226013,5b56ff5a4aabd2f3a51558607c4f15631790a22eb54d7d91e3d63f02c6b8f5ba,af6f323ee29beca25dc0fafb5e6b1525283a40b5eb6d64df94e90e17d77706ba
FoggyCityscapes,train,0093,FoggyCityscapes/input/0093.png,FoggyCityscapes/target/0093.png,205915,219167,801158b8ac534b9925903174d7481b468f5e6933795241fa1feef483c1469330,df107fbd37c9ee0093846d89a4127044291980fb03441b7d1c182b9633592b97
FoggyCityscapes,train,0094,FoggyCityscapes/input/0094.png,FoggyCityscapes/target/0094.png,154927,193948,9b8c56299ba339f3737fa78d548c792acce82190bfd849082e92691418a793ed,8e0b04a89ad6beae1fb7c27fa97ccda11b8c2d89fea6ae53a8a3d6a7048d6ae1
FoggyCityscapes,train,0095,FoggyCityscapes/input/0095.png,FoggyCityscapes/target/0095.png,178417,208422,037779e442be4d35c0375ecda27709055616b14c723dba6004f9b6eede200ea7,839d11e4558f7844c0e0f18a6e4a9aff97bf51b32ca58d41ca8647a9058ce37e
FoggyCityscapes,train,0096,FoggyCityscapes/input/0096.png,FoggyCityscapes/target/0096.png,178699,213459,c3bac67a1d7d6000cd853a56a528ad3cf675121ee1459c9932bef684dd8f93ae,a5326f81366d2b764f125b74710a40e86539e9676e2400303ad3ca211557b8fb
FoggyCityscapes,train,0097,FoggyCityscapes/input/0097.png,FoggyCityscapes/target/0097.png,188919,204235,70924e93c1d4f068e0035d0497b13ad5ac3522c51d482fa3155c8c4edb2782b1,eff0eeb040c73f1653c6fbc15c3b6c91fb20cfd0775fc86874410cc980e5d2e1
FoggyCityscapes,train,0098,FoggyCityscapes/input/0098.png,FoggyCityscapes/target/0098.png,163173,199051,5c7b46ead5fae824f3273c8eee7e7c25831c39640e81148c0e998f442f5e52ac,25b0e86e2de611d606b81450f7ef1431689a12f2fbe56b0228e5b4128d5c1bf2
FoggyCityscapes,train,0099,FoggyCityscapes/input/0099.png,FoggyCityscapes/target/0099.png,207169,224136,25cdc438974a891989b3691939df8bf51dc4fb09be608cd6e506482a93337a5b,b4d8c39c70cc5996937dc3a30c8269f686548fa5cc47e5ad5d4b6cf62830c418
