protocol_id,domain,split,order,stem,input_relpath,target_relpath,input_bytes,target_bytes,input_sha256,target_sha256,rank_sha256
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,47,3412,FoggyCityscapes/input/3412.png,FoggyCityscapes/target/3412.png,189319,207904,789cfe9ff13ca8fc0d431a69ed67e2cc3ac6c501633804352b09e759404163e7,781b7b85a40a12cfa47a7643395a94e7282e287d6807a906b1e3f4c504e250f6,026625bf80e1d911d9b8fede959e539231547418ee2ab2ccc37e455dbe57ddac
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,48,0977,FoggyCityscapes/input/0977.png,FoggyCityscapes/target/0977.png,214100,234643,9b80fdadca6b3e34a636d7d526a26eac1afac189804e6eac99a18b5a2368924b,52062f1219aeffea34e91559365a15e1cc642487188b9fee798f2d1a26104686,026874e7acf2aab5add4157242ed4582f40f165e8a945cefbde7f268e198c8a7
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,49,3833,FoggyCityscapes/input/3833.png,FoggyCityscapes/target/3833.png,187635,222236,be1b74a63b89fba453d2df187b9d1c4de53fa59530029af052f07ae855d8f147,adda77e48277e65721edb0fb97e90a7e7b406dc7ddbe86ddab001caf386321d9,026cf40ff89f13ef9c5da10e3c6ba7f385ae6ca383679a579db360cc1fa4d5f7
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,50,0865,FoggyCityscapes/input/0865.png,FoggyCityscapes/target/0865.png,205482,215050,d54a99f2f3b991d8955bf17355840952a9efcec23230b9739bd04fb4378f9c48,c390125a58da3e8e049bba4d9530484e465d91bb9862d7638ebfa7212a76ec5a,027584fbe2eb9f3ff4bf2c996ebe43c652c34fb0b9e8353d3f2ed0f526c23c93
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,51,4339,FoggyCityscapes/input/4339.png,FoggyCityscapes/target/4339.png,163816,204856,ae320e7ce8bcfaa4690ea04d48da665a18d16f05a38c2d3d404bcf9b6b33b6c8,877cc3a69a52c3683ba83f2bd9fcf14b5e8592af3464278fd38acb93b871d136,0288425324c2404add036bac976c1a46fa0d9e8d89e7849641ae7274b9720ffe
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,52,1697,FoggyCityscapes/input/1697.png,FoggyCityscapes/target/1697.png,167658,210413,413b79b6dd3203109e04af3287dc7834fa5c2b21118b20792a77704d5c80f621,125921c5edcbafebbc664181b9fe7eaaa3a0d711574f6ea42705061008a2b696,028c46c4d9a9450a1eec7b418bb6d34f37a3bf501ed8046f84f51245208d6f7f
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,53,1803,FoggyCityscapes/input/1803.png,FoggyCityscapes/target/1803.png,204528,227705,e2aad7814f1c2d02ec3d83845a22dc7689a1c6c9005ba84844669907f461aed1,00cbd005b443b7886c458ff634e2a18dfc2af5a16d823398cab219385f0898db,029c554ffbf5642f111d4343d796a199cef49df416090306c7fb505a314e1b2c
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,54,2968,FoggyCityscapes/input/2968.png,FoggyCityscapes/target/2968.png,200065,207252,a8f061d45f0c84c822ac5d497edd00f8063da68ac6b1614f6e60e0d17b1fc33f,dcfcfef205ecaa721fb26b7e291622b1cba060b09ccf31277447146d4066fe7a,029ca929d118661e8b01fbdb5ee2fae47775ac0d852e8286dc110c509f074483
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,55,0205,FoggyCityscapes/input/0205.png,FoggyCityscapes/target/0205.png,196801,208426,5ca2793747587a309b4f6fec8f4c8462fb1f61cc86b8f00db41bb84f539da18f,a6fb1c18b92de84f2283492dd2d4465113bd53cb92c37a8f88f9bd3464289f1e,02a066113c0b6bb779c3dbe76efc8e8b4273a94bdaf31e8a50bb04913f65c2a5
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,56,0875,FoggyCityscapes/input/0875.png,FoggyCityscapes/target/0875.png,203804,212904,98ad27111f9873632b4d083cf9a79f12dcfd8a04c2a1419d60205b3bb44f2489,68517852ec8665a30e25d93eb6b48d4f9431fa0267c3af893f1fb3d34eeaee59,02b1ea357ffb6feab3e36cfb7a3d585e0a9df042bb272b4c86fdb2d25c618eaf
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,57,0674,FoggyCityscapes/input/0674.png,FoggyCityscapes/target/0674.png,183226,210474,72861d914ae62a7035eeb7c05c0bf2f234e5d255c59ad29ddd360c9fe1b03607,f08ea570b5a3639044add51e8cf4da13a023c24beaf35af21a1ffc5a8cdf3f2f,02c2f4d92452b80f286481f5b25e050c1ed082278e6aa9dc3be62b4715169c0f
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,58,4299,FoggyCityscapes/input/4299.png,FoggyCityscapes/target/4299.png,215272,228687,b902381a2c4bd26816534fdb1e1f8be035be913c18d0ac0b36d1dac25dbcf899,8e455e6f6273379db0bcb0f37728ca24b6ce38ce0779d4f3482bf6fb94c9a179,02ce1211b0599a814550f32f565d38fe1c8f405affad848808d902865d67228d
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,59,0780,FoggyCityscapes/input/0780.png,FoggyCityscapes/target/0780.png,162003,190381,d3e340cd4d0c3cfe525dd726840c2344e3c6d8181f1653b32869ada6d61d260b,f72b7429c115695189146eee4fb22814eaed87cf80b0b2d960a03a1b92eab44b,02d36ad19f43aea9cdcbf5d14225cea1af05458c8ecfd7371caf4e7658f2a95a
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,60,2243,FoggyCityscapes/input/2243.png,FoggyCityscapes/target/2243.png,141243,170749,0ce756cded23f451840cee79d490f71a58480fba9dc76fc5480be80ce72e9547,f693ad6c7d01a54adceda65b70d7cf6c527cdd00df18be2fdf0e238e6d4bc924,02e646771a95682324a25a32aaf7cd4965046e0dd44c98571311aac1ed2c3383
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,61,0684,FoggyCityscapes/input/0684.png,FoggyCityscapes/target/0684.png,196375,206377,6b79494a007cc72acbedd6d5a4f5af66ef811f3e4104d01e9a17d807c6c05d39,0ee55fab8bd77f51d2f5c142a80011c65c209d3f01b16d8e971ee7649b2f663a,02f190523923bd2cf1aa19e2bd0e37939ff24b65f4f3263f8c4144a3e3a7f0b1
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,62,1863,FoggyCityscapes/input/1863.png,FoggyCityscapes/target/1863.png,175199,210888,25b88cbb98b5fc1cce224a8f161baa3ff1d1d38f071e2c1e28a700257594fae6,cb59f90c8ecf60bdf55ba776a9280a7fdbc476b5393b10d2adb4de559d864bac,02f936a10fa77327b40ba21b59488d9901c3040d78ee7085a75ba2701d83d6ac
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,63,1883,FoggyCityscapes/input/1883.png,FoggyCityscapes/target/1883.png,173318,211911,b40efd80d87582a2e4677d01ae4e6ee17144134144ad598dbecd72a581ba47db,e4839f8fe686539db2bb4c94ace1b5d810897909d3e8ea4123cbb58339791277,02fe4c2b8a436a36b9330dd7cb3c02304768a1393c8654f7b79dd6604f83cf11
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,64,2659,FoggyCityscapes/input/2659.png,FoggyCityscapes/target/2659.png,179123,206957,e4ca7bd004faf84d47973f7b1fbbd66493930b617f2417c28b0f979e677c58d7,47d2e2b084b18785485d3d6049522d54a5e1e4a88c6f4ecc10d12a9cccf1674d,0300a0e714c87389dc5e2332f93e3644fe565b51ae62d17250656d3076b642a5
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,65,4115,FoggyCityscapes/input/4115.png,FoggyCityscapes/target/4115.png,178896,191619,e5b6eef2a64ddc2fe040a7dd6eba2f01d620c898a6ed291a88f34be4ca5acc06,2d1034ecebe299e2d734de93e29bc09403e3fcf1a6b44de59dd77b43461adbf4,031e13428b550c211d78ba1fe7baee75c8307c10a208e4fee1488cac5f237245
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,66,0798,FoggyCityscapes/input/0798.png,FoggyCityscapes/target/0798.png,203273,211696,ce5971c6d9333cb2bcd1dd5398c6eb9e75eec62c37e57c031b91592580a11004,9ec5f96fadbed10c3defe0b1b93bc093e54e48cd98e158741b40019b15b1f362,0328a9146f441afc9252ec01b0ce4628f5d2b8278c6f8a7acb23cc5cd9025836
